LinkId,Geometry
23467,"LINESTRING(355801.24940 6688605.49910,355860.18364 6688445.37620)"
23468,"LINESTRING(354691.89594 6688459.62927,354694.40972 6688452.88589,354696.00608 6688449.81166,354698.69154 6688443.41440)"
23469,"LINESTRING(354698.69154 6688443.41440,354696.00608 6688449.81166,354694.40972 6688452.88589,354691.89594 6688459.62927)"
234957,"LINESTRING(357794.53140 6688682.15378,357789.72458 6688694.44554,357771.54193 6688746.35647,357769.46620 6688751.67137)"
234958,"LINESTRING(357769.46620 6688751.67137,357771.54193 6688746.35647,357789.72458 6688694.44554,357794.53140 6688682.15378)"
234986,"LINESTRING(354719.37103 6688583.66667,354701.26047 6688575.85811)"
234987,"LINESTRING(354701.26047 6688575.85811,354719.37103 6688583.66667)"
234988,"LINESTRING(354750.49225 6688351.26195,354765.19497 6688352.58094,354803.92403 6688355.95919,354863.25925 6688361.12767,354869.34032 6688361.52141)"
234989,"LINESTRING(354869.34032 6688361.52141,354863.25925 6688361.12767,354803.92403 6688355.95919,354765.19497 6688352.58094,354750.49225 6688351.26195)"
234990,"LINESTRING(354869.34032 6688361.52141,354876.25909 6688361.97798,354936.41256 6688368.05671)"
234991,"LINESTRING(354936.41256 6688368.05671,354876.25909 6688361.97798,354869.34032 6688361.52141)"
234992,"LINESTRING(354936.41256 6688368.05671,354942.03085 6688368.57742,355044.89184 6688378.00686,355072.46978 6688380.51828)"
234993,"LINESTRING(355072.46978 6688380.51828,355044.89184 6688378.00686,354942.03085 6688368.57742,354936.41256 6688368.05671)"
234994,"LINESTRING(355072.46978 6688380.51828,355088.43832 6688381.96516)"
234995,"LINESTRING(355088.43832 6688381.96516,355072.46978 6688380.51828)"
234996,"LINESTRING(355088.43832 6688381.96516,355094.49809 6688382.51613,355138.83261 6688386.72966)"
234997,"LINESTRING(355138.83261 6688386.72966,355094.49809 6688382.51613,355088.43832 6688381.96516)"
234998,"LINESTRING(355138.83261 6688386.72966,355187.54412 6688390.97988)"
234999,"LINESTRING(355187.54412 6688390.97988,355138.83261 6688386.72966)"
235,"LINESTRING(356386.35344 6687411.28920,356387.49409 6687416.08563)"
235000,"LINESTRING(355187.54412 6688390.97988,355234.35232 6688395.22919,355250.67915 6688396.71143)"
235001,"LINESTRING(355250.67915 6688396.71143,355234.35232 6688395.22919,355187.54412 6688390.97988)"
235071,"LINESTRING(355145.76959 6688319.67130,355138.83261 6688386.72966)"
235072,"LINESTRING(355138.83261 6688386.72966,355145.76959 6688319.67130)"
235120,"LINESTRING(357704.02632 6688766.39530,357739.11362 6688726.48738)"
235121,"LINESTRING(357739.11362 6688726.48738,357704.02632 6688766.39530)"
235178,"LINESTRING(357520.75953 6688456.22591,357516.78781 6688453.47209,357464.88643 6688439.67313)"
235179,"LINESTRING(357464.88643 6688439.67313,357516.78781 6688453.47209,357520.75953 6688456.22591)"
235327,"LINESTRING(356010.16568 6688790.22953,356011.84152 6688799.83496)"
235329,"LINESTRING(355997.01804 6688720.38068,356010.16568 6688790.22953)"
235464,"LINESTRING(355435.24671 6688082.48301,355440.79057 6688033.25204,355443.98607 6687984.84650,355451.38168 6687934.71869,355454.03954 6687927.95626,355456.53695 6687924.71899)"
235465,"LINESTRING(355456.53695 6687924.71899,355454.03954 6687927.95626,355451.38168 6687934.71869,355443.98607 6687984.84650,355440.79057 6688033.25204,355435.24671 6688082.48301)"
235466,"LINESTRING(355169.58564 6688251.43729,355174.55521 6688201.62715)"
235467,"LINESTRING(355174.55521 6688201.62715,355169.58564 6688251.43729)"
235468,"LINESTRING(355116.59889 6688246.31050,355117.10480 6688242.07553,355117.40372 6688238.06392,355123.65751 6688172.30232,355124.12306 6688167.36873,355124.41601 6688164.30321)"
235469,"LINESTRING(355124.41601 6688164.30321,355124.12306 6688167.36873,355123.65751 6688172.30232,355117.40372 6688238.06392,355117.10480 6688242.07553,355116.59889 6688246.31050)"
235518,"LINESTRING(354014.99158 6687400.94464,354026.78719 6687358.87085)"
235519,"LINESTRING(354026.78719 6687358.87085,354014.99158 6687400.94464)"
235520,"LINESTRING(354026.78719 6687358.87085,354040.20027 6687310.55048)"
235521,"LINESTRING(354040.20027 6687310.55048,354026.78719 6687358.87085)"
235802,"LINESTRING(355399.86786 6687856.64972,355418.77391 6687872.04709)"
235804,"LINESTRING(355952.22104 6687830.10989,355967.74083 6687819.54655)"
235866,"LINESTRING(355418.77391 6687872.04709,355433.38581 6687888.32666,355461.73609 6687918.49967)"
235867,"LINESTRING(355461.73609 6687918.49967,355527.64708 6687982.23082,355573.91483 6688030.67406)"
235868,"LINESTRING(355385.21231 6687857.60726,355371.60153 6687842.51613,355358.10240 6687825.02644)"
236086,"LINESTRING(356317.97283 6688591.48081,356320.79465 6688585.84422,356348.81718 6688519.09781,356371.22590 6688465.71470)"
236087,"LINESTRING(356371.22590 6688465.71470,356348.81718 6688519.09781,356320.79465 6688585.84422,356317.97283 6688591.48081)"
236088,"LINESTRING(356371.22590 6688465.71470,356374.17323 6688458.56888,356407.68995 6688385.29808,356408.53971 6688377.53874,356408.52292 6688374.61353,356408.03947 6688363.71551)"
236089,"LINESTRING(356408.03947 6688363.71551,356408.52292 6688374.61353,356408.53971 6688377.53874,356407.68995 6688385.29808,356374.17323 6688458.56888,356371.22590 6688465.71470)"
236090,"LINESTRING(356677.94458 6688684.54525,356682.73737 6688687.59620,356685.15361 6688689.13722,356690.78362 6688693.43063,356694.49583 6688695.75381,356698.16357 6688697.56774,356702.48942 6688698.56498,356706.98200 6688698.50678,356718.45277 6688695.86640,356722.93485 6688695.23025,356727.53415 6688695.57759,356731.18372 6688696.68052,356734.93639 6688698.38945,356737.87560 6688700.32320,356740.11512 6688702.21932,356786.15287 6688751.41875,356793.00351 6688758.74623,356795.78417 6688760.95615,356799.29654 6688763.10173,356803.33930 6688764.58263,356812.24646 6688765.61685,356826.04546 6688766.68126,356851.92988 6688767.88513,356878.13577 6688766.90104,356890.70918 6688766.95685)"
236091,"LINESTRING(356596.01470 6688361.07263,356612.85424 6688361.59446,356617.72950 6688361.72559)"
236092,"LINESTRING(356617.72950 6688361.72559,356612.85424 6688361.59446,356596.01470 6688361.07263)"
236348,"LINESTRING(355894.10788 6688437.38942,355891.49390 6688444.12686)"
236349,"LINESTRING(355891.49390 6688444.12686,355888.39924 6688452.12704,355887.08761 6688455.94108)"
236498,"LINESTRING(354114.92597 6687168.60899,354111.99073 6687167.68872,354109.36527 6687166.09404,354107.19962 6687163.92752,354105.60668 6687161.30502)"
236499,"LINESTRING(354105.60668 6687161.30502,354104.68615 6687158.37651,354104.49366 6687155.31680,354105.03130 6687152.29266,354106.27975 6687149.49436)"
236509,"LINESTRING(354106.27975 6687149.49436,354108.19945 6687147.02433,354110.65835 6687145.09049,354113.51171 6687143.81250,354116.59709 6687143.26652)"
236812,"LINESTRING(356617.72950 6688361.72559,356674.61825 6688363.18082)"
236813,"LINESTRING(356674.61825 6688363.18082,356617.72950 6688361.72559)"
237314,"LINESTRING(354467.85067 6688293.25311,354467.96605 6688287.12694,354468.63178 6688279.76726)"
237315,"LINESTRING(354468.63178 6688279.76726,354468.86452 6688277.23924,354471.21827 6688242.72258)"
237316,"LINESTRING(354471.21827 6688242.72258,354476.00895 6688197.51706,354476.45638 6688191.49406,354476.87526 6688186.41845)"
237341,"LINESTRING(354475.34203 6688294.82207,354467.85067 6688293.25311)"
237348,"LINESTRING(354480.83900 6688243.08900,354471.21827 6688242.72258)"
237804,"LINESTRING(356536.51773 6688943.38963,356498.40660 6688993.57067,356495.42545 6688997.49181,356478.37843 6689019.93560)"
237934,"LINESTRING(356918.95278 6687521.73845,356918.49540 6687525.25832,356916.02874 6687529.70590,356914.20024 6687534.30593,356912.55552 6687539.59634)"
237935,"LINESTRING(356918.95278 6687521.73845,356922.66089 6687516.32942,356928.55094 6687509.17057,356932.91053 6687504.93684,356939.55023 6687499.73760,356953.33088 6687489.08780,356967.04154 6687478.27517,356973.53478 6687474.35275,356977.63206 6687472.41497)"
237936,"LINESTRING(356977.63206 6687472.41497,356973.53478 6687474.35275,356967.04154 6687478.27517,356953.33088 6687489.08780,356939.55023 6687499.73760,356932.91053 6687504.93684,356928.55094 6687509.17057,356922.66089 6687516.32942,356918.95278 6687521.73845)"
23866,"LINESTRING(356591.60216 6689076.00249,356581.43998 6689049.99590,356575.30145 6689033.57099,356579.90578 6689027.68727,356596.91373 6689009.69649)"
23867,"LINESTRING(356596.91373 6689009.69649,356579.90578 6689027.68727,356575.30145 6689033.57099,356581.43998 6689049.99590,356591.60216 6689076.00249)"
238849,"LINESTRING(357595.86342 6688692.03763,357608.87540 6688703.04005)"
238850,"LINESTRING(357593.59160 6688714.67595,357583.87025 6688707.24532)"
239104,"LINESTRING(355824.54750 6687838.90703,355712.46308 6687846.62951)"
239105,"LINESTRING(355712.46308 6687846.62951,355652.65251 6687850.75905,355518.99749 6687859.84114)"
239106,"LINESTRING(355518.99749 6687859.84114,355476.81867 6687863.73355,355454.29249 6687865.22319,355439.02691 6687868.48557,355433.98706 6687869.97819,355431.18378 6687870.80762,355418.77391 6687872.04709)"
239266,"LINESTRING(354823.67614 6687718.97157,354828.75341 6687715.89634,354830.42173 6687715.11002,354834.68693 6687713.07200,354848.11161 6687709.83666)"
239267,"LINESTRING(354848.11161 6687709.83666,354834.68693 6687713.07200,354830.42173 6687715.11002,354828.75341 6687715.89634,354823.67614 6687718.97157)"
239384,"LINESTRING(356374.80420 6688875.28482,356372.92243 6688890.79180,356371.96574 6688904.72122)"
239385,"LINESTRING(356371.96574 6688904.72122,356371.64920 6688915.94349,356372.25528 6688927.25727,356373.30429 6688934.15071,356376.97624 6688948.28087,356378.51946 6688952.69809)"
239386,"LINESTRING(356310.98414 6688955.72001,356313.43020 6688958.30503,356316.78366 6688960.84890,356322.14062 6688964.61252,356326.18775 6688966.82716,356331.57948 6688969.22026,356340.71755 6688972.55472,356350.37071 6688975.09181,356358.29568 6688975.79249,356361.60778 6688975.51273,356364.82985 6688975.24928,356371.11476 6688974.06398)"
239393,"LINESTRING(356390.69776 6688982.62708,356393.92976 6688990.04013,356400.60327 6688999.94752,356407.32231 6689008.53940,356413.27112 6689014.68339,356418.57221 6689020.37513,356424.57484 6689025.34779,356435.36375 6689034.84022)"
239394,"LINESTRING(356451.23952 6688893.43610,356456.06229 6688895.42815,356490.61419 6688909.83881,356532.18027 6688928.09609,356536.28555 6688930.66356,356538.53895 6688935.03993,356538.25044 6688939.77403,356536.51773 6688943.38963)"
239447,"LINESTRING(357415.85109 6688563.75079,357413.45433 6688561.88570,357368.06426 6688526.52980,357358.11984 6688518.78967,357354.77037 6688516.17824)"
239448,"LINESTRING(357354.77037 6688516.17824,357358.11984 6688518.78967,357368.06426 6688526.52980,357413.45433 6688561.88570,357415.85109 6688563.75079)"
239449,"LINESTRING(357354.77037 6688516.17824,357369.39340 6688497.12524,357375.94886 6688488.49331,357381.93167 6688479.52711,357385.14989 6688474.70277)"
239465,"LINESTRING(357495.05972 6688699.04684,357504.41330 6688686.72748,357518.68832 6688668.08422,357524.09533 6688661.89933)"
239466,"LINESTRING(357524.09533 6688661.89933,357518.68832 6688668.08422,357504.41330 6688686.72748,357495.05972 6688699.04684)"
239589,"LINESTRING(357587.12394 6688860.25292,357601.66028 6688818.81985,357614.09128 6688784.16101)"
239590,"LINESTRING(357614.09128 6688784.16101,357601.66028 6688818.81985,357587.12394 6688860.25292)"
239591,"LINESTRING(357415.85109 6688563.75079,357413.53556 6688567.92248,357406.73000 6688577.34756,357386.09161 6688607.30448,357384.24477 6688610.65932,357381.45240 6688614.58026)"
239593,"LINESTRING(357385.14989 6688474.70277,357340.50500 6688452.73339,357307.29007 6688435.59303,357303.35963 6688433.56017,357297.08256 6688430.40484)"
239625,"LINESTRING(357614.09128 6688784.16101,357610.90783 6688782.85280,357603.90355 6688780.09493,357597.77487 6688776.74165,357557.25353 6688745.72235)"
239626,"LINESTRING(357557.25353 6688745.72235,357597.77487 6688776.74165,357603.90355 6688780.09493,357610.90783 6688782.85280,357614.09128 6688784.16101)"
239627,"LINESTRING(357430.05381 6688762.40306,357428.68880 6688760.81252,357423.33147 6688754.52235,357403.02774 6688726.91613,357387.41809 6688705.53805,357368.08770 6688679.04428,357356.39287 6688662.47046,357347.99949 6688650.44676)"
239628,"LINESTRING(357347.99949 6688650.44676,357356.39287 6688662.47046,357368.08770 6688679.04428,357387.41809 6688705.53805,357403.02774 6688726.91613,357423.33147 6688754.52235,357428.68880 6688760.81252,357430.05381 6688762.40306)"
239662,"LINESTRING(357415.85109 6688563.75079,357425.14833 6688568.01234,357437.03873 6688572.01377,357442.69029 6688576.29550,357461.61889 6688590.64068,357468.41963 6688595.79105)"
239663,"LINESTRING(357640.69084 6688728.07273,357648.58019 6688724.84969,357672.80389 6688698.17046,357678.79416 6688691.97451,357681.63581 6688689.17462,357683.56708 6688687.81772,357686.15226 6688686.89059,357688.90209 6688686.45468,357692.39063 6688687.13351,357704.80421 6688697.09123)"
239664,"LINESTRING(357704.80421 6688697.09123,357692.39063 6688687.13351,357688.90209 6688686.45468,357686.15226 6688686.89059,357683.56708 6688687.81772,357681.63581 6688689.17462,357678.79416 6688691.97451,357672.80389 6688698.17046,357648.58019 6688724.84969,357640.69084 6688728.07273)"
239665,"LINESTRING(357704.02632 6688766.39530,357695.80837 6688766.53296,357679.76889 6688760.89991,357661.53672 6688754.31347,357647.77823 6688748.92791,357643.41897 6688746.41878,357633.53029 6688742.27985)"
239666,"LINESTRING(357633.53029 6688742.27985,357643.41897 6688746.41878,357647.77823 6688748.92791,357661.53672 6688754.31347,357679.76889 6688760.89991,357695.80837 6688766.53296,357704.02632 6688766.39530)"
239669,"LINESTRING(357784.38721 6688790.68008,357783.24221 6688790.41197,357747.81831 6688782.28571,357704.02632 6688766.39530)"
239670,"LINESTRING(357704.02632 6688766.39530,357747.81831 6688782.28571,357783.24221 6688790.41197,357784.38721 6688790.68008)"
239972,"LINESTRING(356662.18373 6688169.99051,356656.50172 6688158.21224)"
24039,"LINESTRING(355731.63066 6687171.41150,355724.55728 6687171.31883)"
24041,"LINESTRING(355757.58211 6687166.67693,355741.26151 6687170.08828,355731.63066 6687171.41150)"
241145,"LINESTRING(354043.58153 6688519.31175,354042.22369 6688519.82441,354040.82599 6688520.17248,354039.38905 6688520.36705,354037.94248 6688520.39529,354036.49446 6688520.26784,354035.08213 6688519.97143,354033.70615 6688519.51714,354032.38917 6688518.90366,354031.15581 6688518.16294,354030.01233 6688517.27237,354028.97577 6688516.26434)"
241155,"LINESTRING(354046.91068 6688498.13437,354047.88421 6688499.10155,354048.74953 6688500.16402,354049.49844 6688501.31113,354050.11519 6688502.53265,354050.59848 6688503.80642,354050.94076 6688505.13287)"
241158,"LINESTRING(354038.60315 6688494.91093,354040.11854 6688495.02334,354041.60644 6688495.31538,354043.04353 6688495.77725,354044.42225 6688496.40941,354045.71928 6688497.20207,354046.91068 6688498.13437)"
241287,"LINESTRING(354028.97577 6688516.26434,354028.06189 6688515.14905,354027.27889 6688513.93717,354026.63497 6688512.63934,354026.14717 6688511.28795,354025.81550 6688509.88300,354025.64943 6688508.45732,354025.64142 6688507.01136)"
241865,"LINESTRING(357613.84881 6688731.18166,357613.82503 6688730.37083,357613.97680 6688728.25930,357614.39449 6688726.42179,357614.79809 6688725.26378,357615.79127 6688723.28199,357616.80808 6688721.84402,357617.44116 6688721.11787)"
241866,"LINESTRING(357627.86899 6688716.81457,357628.50065 6688716.85620,357630.28234 6688717.12113,357631.97852 6688717.61349,357632.79360 6688717.94501,357634.57632 6688718.88856,357635.45264 6688719.49472,357636.68755 6688720.53646,357637.88355 6688721.82522,357638.54153 6688722.72205,357639.44044 6688724.25037,357640.01617 6688725.56358,357640.32717 6688726.49145,357640.69084 6688728.07273)"
241867,"LINESTRING(357640.69084 6688728.07273,357640.86248 6688729.74291,357640.79502 6688731.73834,357640.40015 6688733.84156,357639.55197 6688736.10431,357638.51774 6688737.89931,357637.37247 6688739.34465,357635.76752 6688740.83861,357634.96056 6688741.44122,357633.53029 6688742.27985)"
24343,"LINESTRING(355398.19775 6687305.28689,355391.68598 6687300.07752,355375.61850 6687292.76076,355370.81053 6687288.82156,355356.00621 6687284.46936,355336.40509 6687280.04930)"
24344,"LINESTRING(355336.40509 6687280.04930,355290.81181 6687263.36734)"
244018,"LINESTRING(354851.07469 6688573.09866,354809.66775 6688568.88485)"
244019,"LINESTRING(354809.66775 6688568.88485,354851.07469 6688573.09866)"
244020,"LINESTRING(354809.66775 6688568.88485,354798.19918 6688566.71111)"
244021,"LINESTRING(354798.19918 6688566.71111,354809.66775 6688568.88485)"
244022,"LINESTRING(354798.19918 6688566.71111,354785.98454 6688564.74744,354753.01280 6688574.23208)"
244023,"LINESTRING(354753.01280 6688574.23208,354785.98454 6688564.74744,354798.19918 6688566.71111)"
244024,"LINESTRING(354753.01280 6688574.23208,354719.37103 6688583.66667)"
244025,"LINESTRING(354719.37103 6688583.66667,354753.01280 6688574.23208)"
244923,"LINESTRING(354085.99147 6688573.10810,354085.63134 6688572.12760,354085.35305 6688571.12011,354085.15725 6688570.09670,354085.04392 6688569.05739,354085.01372 6688568.01326,354085.07484 6688566.97497,354085.23405 6688565.79747)"
244924,"LINESTRING(354085.23405 6688565.79747,354085.39067 6688565.09855,354085.63026 6688564.26131,354085.91647 6688563.44362,354086.25929 6688562.55588)"
244925,"LINESTRING(354086.25929 6688562.55588,354086.66721 6688561.87578,354087.11662 6688561.12651,354087.62150 6688560.41854,354088.17300 6688559.73011,354088.77306 6688559.09450,354089.40528 6688558.49040)"
244932,"LINESTRING(354089.40528 6688558.49040,354090.18043 6688557.86689,354091.00414 6688557.29620,354091.86949 6688556.78986,354092.76892 6688556.34829,354093.70308 6688555.98260,354094.65685 6688555.69366,354095.63716 6688555.46994,354096.63016 6688555.33449,354097.62702 6688555.26557,354098.62837 6688555.27429)"
244991,"LINESTRING(354098.62837 6688555.27429,354099.65755 6688555.37040,354100.67610 6688555.54501,354101.67585 6688555.78747,354102.65050 6688556.12039,354103.59944 6688556.53269,354104.50688 6688557.01415,354105.38040 6688557.56434,354106.19732 6688558.18457,354106.97212 6688558.86287,354107.69031 6688559.61122,354108.34307 6688560.40786,354108.93038 6688561.25280,354109.44406 6688562.13538,354109.89229 6688563.06627,354110.16770 6688563.76239,354110.40595 6688564.47180,354110.59952 6688565.19492,354110.77941 6688566.07460,354110.89193 6688566.96932)"
245127,"LINESTRING(355237.70042 6687686.54996,355236.00221 6687676.05589,355232.22707 6687662.68886,355223.00658 6687649.18023,355213.93073 6687640.01362,355205.79262 6687634.60914,355195.23632 6687629.74492,355185.23422 6687627.38549,355171.35026 6687626.35185,355114.92752 6687631.14763,355068.44844 6687634.53476,355041.67226 6687635.98227,354997.78481 6687638.41905,354962.72729 6687640.64607,354936.88443 6687643.15272,354923.50037 6687645.65116,354906.83792 6687655.58239,354896.74585 6687665.70117,354890.79850 6687675.36890,354883.33394 6687688.82941)"
245128,"LINESTRING(354883.33394 6687688.82941,354890.79850 6687675.36890,354896.74585 6687665.70117,354906.83792 6687655.58239,354923.50037 6687645.65116,354936.88443 6687643.15272,354962.72729 6687640.64607,354997.78481 6687638.41905,355041.67226 6687635.98227,355068.44844 6687634.53476,355114.92752 6687631.14763,355171.35026 6687626.35185,355185.23422 6687627.38549,355195.23632 6687629.74492,355205.79262 6687634.60914,355213.93073 6687640.01362,355223.00658 6687649.18023,355232.22707 6687662.68886,355236.00221 6687676.05589,355237.70042 6687686.54996)"
245449,"LINESTRING(356369.30138 6687400.14353,356372.54037 6687400.29083,356376.06591 6687401.20045)"
245504,"LINESTRING(357524.09533 6688661.89933,357514.12110 6688654.16067)"
245516,"LINESTRING(356271.41268 6687418.39746,356266.82331 6687397.70020,356265.61496 6687392.65178,356265.06577 6687390.35806)"
246804,"LINESTRING(356826.33704 6689040.65621,356827.68393 6689037.97523)"
246809,"LINESTRING(356632.51291 6689114.51431,356640.32127 6689110.42670,356645.16852 6689108.50108)"
246810,"LINESTRING(356645.16852 6689108.50108,356640.32127 6689110.42670,356632.51291 6689114.51431)"
247073,"LINESTRING(356266.94615 6688925.62376,356273.44811 6688928.73169,356280.85044 6688931.67649,356285.23552 6688934.36119,356290.32797 6688938.79646)"
247130,"LINESTRING(357262.31368 6688472.54455,357250.74822 6688467.07840)"
24739,"LINESTRING(357377.25914 6689063.73509,357377.25957 6689073.24785,357377.26121 6689079.74538)"
247474,"LINESTRING(355271.09837 6688331.22202,355267.52334 6688330.89449,355263.95586 6688330.56652,355193.50497 6688324.07814)"
247475,"LINESTRING(355193.50497 6688324.07814,355263.95586 6688330.56652,355267.52334 6688330.89449,355271.09837 6688331.22202)"
247476,"LINESTRING(355193.50497 6688324.07814,355168.60055 6688321.77881,355145.76959 6688319.67130)"
247477,"LINESTRING(355145.76959 6688319.67130,355168.60055 6688321.77881,355193.50497 6688324.07814)"
247478,"LINESTRING(355145.76959 6688319.67130,355087.49223 6688314.30535,355077.87245 6688313.42610)"
247479,"LINESTRING(355077.87245 6688313.42610,355087.49223 6688314.30535,355145.76959 6688319.67130)"
247480,"LINESTRING(355077.87245 6688313.42610,355043.24859 6688310.23156,354994.36973 6688305.72512,354948.93097 6688301.44296,354942.08387 6688300.91540)"
247481,"LINESTRING(354942.08387 6688300.91540,354948.93097 6688301.44296,354994.36973 6688305.72512,355043.24859 6688310.23156,355077.87245 6688313.42610)"
247676,"LINESTRING(355811.02335 6688311.59300,355842.95727 6688311.15307,355855.23116 6688310.99038)"
247677,"LINESTRING(355855.23116 6688310.99038,355893.04953 6688314.50606,355905.12734 6688315.54528,355906.97767 6688315.54985,355924.31657 6688317.09795)"
247679,"LINESTRING(355924.31657 6688317.09795,355927.83343 6688317.20670,355931.75209 6688317.31454)"
247680,"LINESTRING(355931.75209 6688317.31454,355935.05606 6688317.41332)"
247681,"LINESTRING(355935.05606 6688317.41332,355940.03092 6688317.56040,355946.50156 6688317.74363)"
247682,"LINESTRING(355946.50156 6688317.74363,355960.97436 6688319.42371,355999.99850 6688324.26131,356014.26631 6688328.56799)"
247685,"LINESTRING(356087.55830 6688334.00102,356064.64809 6688332.08373,356014.26631 6688328.56799)"
247686,"LINESTRING(356014.26631 6688328.56799,356064.64809 6688332.08373,356087.55830 6688334.00102)"
247689,"LINESTRING(355811.02335 6688311.59300,355757.96314 6688307.26591,355737.17661 6688304.97146,355731.43938 6688304.49023,355722.34129 6688303.71337)"
247690,"LINESTRING(355722.34129 6688303.71337,355731.43938 6688304.49023,355737.17661 6688304.97146,355757.96314 6688307.26591,355811.02335 6688311.59300)"
247703,"LINESTRING(356677.94458 6688684.54525,356707.02991 6688646.10001,356709.48910 6688642.72083)"
247704,"LINESTRING(356709.48910 6688642.72083,356707.02991 6688646.10001,356677.94458 6688684.54525)"
247705,"LINESTRING(356709.48910 6688642.72083,356736.33561 6688609.63383,356743.33806 6688600.48588)"
247706,"LINESTRING(356743.33806 6688600.48588,356736.33561 6688609.63383,356709.48910 6688642.72083)"
247707,"LINESTRING(356743.33806 6688600.48588,356764.57068 6688572.60635,356770.70276 6688565.85611,356775.98785 6688559.14347,356797.84873 6688531.37258)"
247708,"LINESTRING(356797.84873 6688531.37258,356775.98785 6688559.14347,356770.70276 6688565.85611,356764.57068 6688572.60635,356743.33806 6688600.48588)"
247928,"LINESTRING(354602.78038 6687771.16138,354602.99489 6687774.99866,354603.69453 6687787.74229,354606.56151 6687835.57521,354607.06456 6687838.89511,354608.83686 6687840.56162,354610.38200 6687841.84073,354611.58847 6687843.29521,354612.19111 6687844.92928,354612.61051 6687854.79628)"
247929,"LINESTRING(354612.61051 6687854.79628,354612.19111 6687844.92928,354611.58847 6687843.29521,354610.38200 6687841.84073,354608.83686 6687840.56162,354607.06456 6687838.89511,354606.56151 6687835.57521,354603.69453 6687787.74229,354602.99489 6687774.99866,354602.78038 6687771.16138)"
248010,"LINESTRING(356364.68547 6688253.12592,356360.27867 6688249.01824,356354.60256 6688249.33398,356335.46355 6688254.70862,356323.30497 6688258.98034,356311.79387 6688260.93394,356295.26938 6688263.38772,356280.52453 6688263.30241,356253.49474 6688261.47704,356235.23922 6688257.31051)"
248011,"LINESTRING(356235.23922 6688257.31051,356253.49474 6688261.47704,356280.52453 6688263.30241,356295.26938 6688263.38772,356311.79387 6688260.93394,356323.30497 6688258.98034,356335.46355 6688254.70862,356354.60256 6688249.33398,356360.27867 6688249.01824,356364.68547 6688253.12592)"
24926,"LINESTRING(356305.17336 6687384.94404,356310.45956 6687387.58804)"
24927,"LINESTRING(356310.45956 6687387.58804,356313.43953 6687389.16324)"
24928,"LINESTRING(356313.43953 6687389.16324,356316.99032 6687390.90583)"
249766,"LINESTRING(354213.09504 6687316.04103,354117.54056 6687312.78817,354099.26557 6687312.16721)"
249815,"LINESTRING(354210.95626 6687413.55364,354213.09504 6687316.04103)"
249816,"LINESTRING(354213.09504 6687316.04103,354210.95626 6687413.55364)"
250001,"LINESTRING(355887.08761 6688455.94108,355829.68601 6688609.38856)"
250469,"LINESTRING(357704.80421 6688697.09123,357739.11362 6688726.48738)"
250470,"LINESTRING(357739.11362 6688726.48738,357704.80421 6688697.09123)"
251204,"LINESTRING(355871.00614 6687903.70805,355878.54627 6687894.68384,355894.69959 6687879.98934)"
252849,"LINESTRING(354762.60527 6687314.61510,354767.77934 6687314.64959,354776.25286 6687314.69351,354777.79299 6687314.70456,354780.38002 6687314.72182)"
252850,"LINESTRING(354780.38002 6687314.72182,354777.79299 6687314.70456,354776.25286 6687314.69351,354767.77934 6687314.64959,354762.60527 6687314.61510)"
252926,"LINESTRING(354849.45772 6687650.24441,354830.62902 6687550.47377,354813.08861 6687455.54649,354796.12154 6687362.93374)"
252927,"LINESTRING(354796.12154 6687362.93374,354813.08861 6687455.54649,354830.62902 6687550.47377,354849.45772 6687650.24441)"
253547,"LINESTRING(356387.49409 6687416.08563,356390.08531 6687424.08074,356393.96232 6687430.70008,356397.03299 6687434.77346,356406.19365 6687443.33608,356411.99549 6687447.43025,356419.86153 6687452.47370,356429.77040 6687457.69996)"
253894,"LINESTRING(355881.29058 6688214.20289,355885.17988 6688202.22936)"
253895,"LINESTRING(355885.17988 6688202.22936,355881.29058 6688214.20289)"
253989,"LINESTRING(355373.67198 6688725.06342,355357.55095 6688728.96525)"
253990,"LINESTRING(355357.55095 6688728.96525,355373.67198 6688725.06342)"
254080,"LINESTRING(356554.08122 6688393.27059,356561.32924 6688378.24484)"
254081,"LINESTRING(356561.32924 6688378.24484,356566.17058 6688367.77467)"
254652,"LINESTRING(357502.16894 6688704.29080,357493.14047 6688715.80156,357460.36718 6688757.95915,357454.94516 6688765.06842,357453.99314 6688766.31356,357452.58305 6688768.16356,357450.63224 6688770.36725)"
254762,"LINESTRING(356090.20922 6687995.55737,356110.51265 6687999.06031,356145.92100 6688006.25468,356157.41344 6688013.97048,356170.10833 6688016.49900,356193.99504 6688030.47686,356197.49538 6688032.53381)"
254763,"LINESTRING(356197.49538 6688032.53381,356193.99504 6688030.47686,356170.10833 6688016.49900,356157.41344 6688013.97048,356145.92100 6688006.25468,356110.51265 6687999.06031,356090.20922 6687995.55737)"
255389,"LINESTRING(354226.94325 6688162.46471,354221.07739 6688161.60296,354216.01651 6688159.71544,354208.37549 6688155.83005,354187.25243 6688144.22540,354174.02121 6688136.64739,354170.19750 6688133.86487,354167.07651 6688129.86222,354164.80549 6688125.61005,354156.01159 6688109.02960)"
256332,"LINESTRING(354925.43970 6688639.43854,354963.93488 6688626.21968,354978.79073 6688621.02142)"
256333,"LINESTRING(354978.79073 6688621.02142,354963.93488 6688626.21968,354925.43970 6688639.43854)"
256334,"LINESTRING(354978.79073 6688621.02142,355068.17352 6688589.51791)"
