LinkId,Geometry
157910,"LINESTRING(357255.34827 6688456.74510,357264.79811 6688463.79029)"
157911,"LINESTRING(357264.79811 6688463.79029,357281.82205 6688473.60477)"
157912,"LINESTRING(357281.82205 6688473.60477,357291.09861 6688479.61410)"
157913,"LINESTRING(355722.34129 6688303.71337,355709.75667 6688300.85680,355655.03267 6688296.21493,355545.96668 6688286.33208)"
157914,"LINESTRING(355545.96668 6688286.33208,355655.03267 6688296.21493,355709.75667 6688300.85680,355722.34129 6688303.71337)"
157915,"LINESTRING(355545.96668 6688286.33208,355516.46297 6688283.42895)"
157916,"LINESTRING(355516.46297 6688283.42895,355545.96668 6688286.33208)"
157917,"LINESTRING(355516.46297 6688283.42895,355468.83357 6688279.80337)"
157918,"LINESTRING(355468.83357 6688279.80337,355516.46297 6688283.42895)"
158212,"LINESTRING(354614.00323 6688598.08718,354621.46816 6688586.76242,354624.79075 6688580.89567,354629.34482 6688571.80890,354632.75117 6688564.76905,354641.58842 6688547.02288,354643.72017 6688543.50597)"
158213,"LINESTRING(354643.72017 6688543.50597,354641.58842 6688547.02288,354632.75117 6688564.76905,354629.34482 6688571.80890,354624.79075 6688580.89567,354621.46816 6688586.76242,354614.00323 6688598.08718)"
158219,"LINESTRING(357483.66488 6688841.55794,357510.01618 6688808.24711,357512.57897 6688804.81783,357550.68336 6688754.88899,357557.25353 6688745.72235)"
158779,"LINESTRING(356357.40982 6687430.15662,356347.47851 6687423.75240,356318.05597 6687412.44023,356315.30317 6687411.38600,356311.85757 6687410.41618,356309.55379 6687410.04817)"
158786,"LINESTRING(355504.35465 6687208.74714,355500.64454 6687218.44079,355490.39351 6687244.62271,355488.68163 6687249.65043)"
158788,"LINESTRING(355488.68163 6687249.65043,355486.09179 6687258.91226,355485.80379 6687265.61572,355487.35800 6687278.87743)"
158790,"LINESTRING(355487.35800 6687278.87743,355487.60664 6687295.79713)"
158807,"LINESTRING(355487.60664 6687295.79713,355446.15275 6687299.83681)"
158809,"LINESTRING(355446.15275 6687299.83681,355433.78663 6687301.98601,355432.06587 6687302.12986)"
158831,"LINESTRING(355713.75631 6687165.76685,355708.40000 6687172.03945,355705.25415 6687174.82444,355701.37797 6687177.30665,355697.49456 6687178.74342,355693.30846 6687179.79712,355650.82049 6687185.77531,355641.13829 6687187.39092,355535.43641 6687203.29267,355520.68974 6687206.24664)"
160432,"LINESTRING(355418.37081 6688245.23283,355420.79378 6688226.79027,355424.52723 6688186.92080)"
160433,"LINESTRING(355424.52723 6688186.92080,355420.79378 6688226.79027,355418.37081 6688245.23283)"
161336,"LINESTRING(357544.63734 6688365.11306,357545.50496 6688361.60307,357548.77818 6688348.35329)"
161337,"LINESTRING(357757.82308 6688512.45137,357753.49455 6688511.00848)"
161457,"LINESTRING(357303.70600 6688563.15873,357306.02396 6688564.83915,357311.11855 6688568.52969,357314.62288 6688571.06545,357317.84672 6688573.20565,357332.39740 6688576.39766,357337.81754 6688580.08065,357374.98419 6688607.56397,357381.45240 6688614.58026)"
161458,"LINESTRING(357381.45240 6688614.58026,357374.98419 6688607.56397,357337.81754 6688580.08065,357332.39740 6688576.39766,357317.84672 6688573.20565,357314.62288 6688571.06545,357311.11855 6688568.52969,357306.02396 6688564.83915,357303.70600 6688563.15873)"
161461,"LINESTRING(357393.17586 6688838.16375,357395.83312 6688820.93268,357396.71490 6688818.20067)"
161462,"LINESTRING(357411.90364 6688808.61688,357409.50406 6688817.13257,357407.35629 6688822.50738,357405.11426 6688830.20183,357403.58675 6688839.51303)"
161465,"LINESTRING(357480.77813 6689093.96232,357479.03560 6689093.71745,357472.76889 6689092.84222,357462.67789 6689091.77487,357453.16140 6689091.07510,357443.77951 6689091.13532,357434.25605 6689091.37057,357422.62913 6689092.20503,357406.02510 6689095.08321,357396.75656 6689097.11743,357389.34475 6689098.74464,357383.15123 6689102.04870)"
162232,"LINESTRING(356425.72926 6688017.76483,356439.82031 6688021.10362,356471.80700 6688030.12128)"
162233,"LINESTRING(356541.34356 6688090.01600,356499.06407 6688064.33384,356492.20738 6688059.55489,356485.19315 6688054.67375,356483.15007 6688051.45352,356481.11794 6688048.55532)"
162234,"LINESTRING(356467.83553 6688040.95309,356460.34347 6688038.83651,356436.68031 6688027.14785,356425.72926 6688017.76483)"
162235,"LINESTRING(356541.34356 6688090.01600,356543.90076 6688091.89377,356601.52953 6688137.65451)"
162236,"LINESTRING(356601.52953 6688137.65451,356543.90076 6688091.89377,356541.34356 6688090.01600)"
162326,"LINESTRING(357495.05972 6688699.04684,357486.14906 6688710.62874,357453.64599 6688752.87098,357444.73685 6688764.60862)"
162327,"LINESTRING(357444.73685 6688764.60862,357453.64599 6688752.87098,357486.14906 6688710.62874,357495.05972 6688699.04684)"
162328,"LINESTRING(357407.19980 6688839.98427,357377.25914 6689063.73509)"
162344,"LINESTRING(357347.16108 6689087.08147,357348.87218 6689083.47849,357351.92578 6689080.81088,357355.13085 6689078.66864,357359.00219 6689077.56736)"
162351,"LINESTRING(357430.05381 6688762.40306,357431.89201 6688761.40744,357433.55858 6688760.85559,357436.21714 6688760.54719,357438.51730 6688761.12720,357444.73685 6688764.60862)"
162352,"LINESTRING(357444.73685 6688764.60862,357449.43825 6688768.32184,357450.63224 6688770.36725)"
162353,"LINESTRING(357450.63224 6688770.36725,357450.91159 6688772.98808,357450.92637 6688775.49059,357449.96198 6688778.10495,357442.37072 6688788.49857)"
162354,"LINESTRING(357442.37072 6688788.49857,357441.35834 6688789.88069,357439.88175 6688791.10032,357438.19388 6688791.80915,357436.67955 6688792.10749)"
162355,"LINESTRING(357436.67955 6688792.10749,357434.24156 6688791.63552,357431.96018 6688790.85417,357427.24265 6688787.52017)"
162356,"LINESTRING(357427.24265 6688787.52017,357423.15947 6688784.53917,357421.98411 6688783.08239,357421.15490 6688781.31645)"
162357,"LINESTRING(357421.15490 6688781.31645,357421.98411 6688783.08239,357423.15947 6688784.53917,357427.24265 6688787.52017,357431.96018 6688790.85417,357434.24156 6688791.63552,357436.67955 6688792.10749,357438.19388 6688791.80915,357439.88175 6688791.10032,357441.35834 6688789.88069,357442.37072 6688788.49857,357449.96198 6688778.10495,357450.92637 6688775.49059,357450.91159 6688772.98808,357450.63224 6688770.36725,357449.43825 6688768.32184,357444.73685 6688764.60862,357438.51730 6688761.12720,357436.21714 6688760.54719,357433.55858 6688760.85559,357431.89201 6688761.40744,357430.05381 6688762.40306)"
162576,"LINESTRING(355514.51097 6688475.39121,355417.91561 6688495.23233,355395.57869 6688499.82675)"
162577,"LINESTRING(355668.54984 6688430.86320,355678.85384 6688430.33538,355714.58052 6688429.40884,355717.27721 6688429.36451,355729.12577 6688429.19272)"
162578,"LINESTRING(355729.12577 6688429.19272,355717.27721 6688429.36451,355714.58052 6688429.40884,355678.85384 6688430.33538,355668.54984 6688430.86320)"
162579,"LINESTRING(355729.12577 6688429.19272,355830.27749 6688428.50916,355842.16655 6688427.85682)"
162580,"LINESTRING(355842.16655 6688427.85682,355830.27749 6688428.50916,355729.12577 6688429.19272)"
162886,"LINESTRING(354360.37884 6688681.15564,354407.08112 6688697.59902,354411.50065 6688699.15665)"
163026,"LINESTRING(353933.09979 6688398.63249,353916.45619 6688378.23507,353904.45816 6688363.28722,353901.84599 6688359.82264,353896.23508 6688348.32071)"
163027,"LINESTRING(353896.23508 6688348.32071,353891.06295 6688337.71683,353878.83175 6688308.16246,353871.62553 6688290.46667,353869.68895 6688285.83915,353868.53623 6688283.09104,353865.24219 6688268.39499)"
163028,"LINESTRING(353941.90279 6688391.56852,353946.19210 6688397.15000)"
163030,"LINESTRING(353937.55037 6688404.24912,353933.09979 6688398.63249)"
163031,"LINESTRING(353946.19210 6688397.15000,353957.40276 6688411.07545,353969.25507 6688424.95259,353989.92633 6688449.95658,353993.48720 6688454.74585,354008.74650 6688472.33086,354024.03663 6688487.83349)"
163696,"LINESTRING(357321.52403 6687863.12020,357333.47923 6687871.79070,357356.79400 6687886.55136,357377.01433 6687902.35759)"
165216,"LINESTRING(356575.50274 6688400.94972,356552.98795 6688447.65124)"
16589,"LINESTRING(357748.94750 6688096.08064,357747.31331 6688092.97008,357746.75840 6688089.50835,357747.34029 6688086.03705)"
16590,"LINESTRING(357747.34029 6688086.03705,357749.05347 6688082.85690,357751.71807 6688080.40100,357755.03193 6688078.95371,357758.64748 6688078.66847,357762.15663 6688079.56869,357765.18270 6688081.56471,357767.37917 6688084.43164,357768.52354 6688087.85957,357768.47328 6688091.47839,357767.61843 6688093.36320)"
16591,"LINESTRING(357767.61843 6688093.36320,357767.24264 6688094.87564,357764.96999 6688097.68733,357761.89573 6688099.61042,357758.36361 6688100.42492,357754.76281 6688100.04175,357751.48320 6688098.51644)"
16592,"LINESTRING(357751.48320 6688098.51644,357754.76281 6688100.04175,357758.36361 6688100.42492,357761.89573 6688099.61042,357764.96999 6688097.68733,357767.24264 6688094.87564,357767.61843 6688093.36320,357768.47328 6688091.47839,357768.52354 6688087.85957,357767.37917 6688084.43164,357765.18270 6688081.56471,357762.15663 6688079.56869,357758.64748 6688078.66847,357755.03193 6688078.95371,357751.71807 6688080.40100,357749.05347 6688082.85690,357747.34029 6688086.03705,357746.75840 6688089.50835,357747.31331 6688092.97008,357748.94750 6688096.08064)"
16593,"LINESTRING(357767.61843 6688093.36320,357781.77028 6688098.18137,357786.99074 6688100.49660,357790.23918 6688101.47854,357804.17137 6688104.31781,357814.03771 6688106.33327)"
16594,"LINESTRING(357814.03771 6688106.33327,357804.17137 6688104.31781,357790.23918 6688101.47854,357786.99074 6688100.49660,357781.77028 6688098.18137,357767.61843 6688093.36320)"
166228,"LINESTRING(355456.53695 6687924.71899,355420.72109 6687888.43484,355402.66835 6687872.84355)"
167952,"LINESTRING(356912.55552 6687539.59634,356909.65326 6687548.99781,356907.39598 6687554.71285,356889.16458 6687582.11857,356887.08258 6687591.67316)"
16809,"LINESTRING(355243.33828 6687271.24973,355248.24205 6687263.97921)"
16813,"LINESTRING(355573.91483 6688030.67406,355602.58155 6688058.47066,355621.57146 6688077.96935,355624.81171 6688079.85184,355628.66325 6688083.52375,355632.54091 6688084.75751)"
168160,"LINESTRING(356290.32797 6688938.79646,356293.18532 6688938.38709)"
168161,"LINESTRING(356344.36465 6688862.51827,356316.05246 6688921.30410,356313.34898 6688927.41233,356311.41433 6688932.65293,356309.44436 6688938.59652,356308.25261 6688945.94168)"
168479,"LINESTRING(355860.18364 6688445.37620,355861.00296 6688442.49177,355863.51960 6688435.38163)"
168480,"LINESTRING(355863.51960 6688435.38163,355866.10850 6688428.07819)"
168481,"LINESTRING(355866.10850 6688428.07819,355868.70706 6688421.73103)"
169211,"LINESTRING(356235.23922 6688257.31051,356232.72597 6688245.27216,356234.95981 6688225.87298,356238.76387 6688170.94659,356239.09004 6688166.21031,356239.91292 6688158.11871)"
169212,"LINESTRING(356235.23922 6688257.31051,356240.70172 6688264.60611,356239.98816 6688277.75382,356239.17569 6688289.31619,356236.03862 6688295.40489)"
169213,"LINESTRING(356236.03862 6688295.40489,356232.34234 6688330.87660,356231.84325 6688335.90100,356230.68542 6688347.12723)"
169254,"LINESTRING(356235.23922 6688257.31051,356221.14738 6688252.50361,356169.44256 6688248.27280,356164.78805 6688247.89567,356109.54476 6688244.23641,356097.61760 6688243.44399,356093.66728 6688243.18210,356053.35790 6688240.52079,355988.76652 6688234.90919,355985.43280 6688234.68971,355982.70249 6688234.54670,355978.56822 6688234.25099)"
169255,"LINESTRING(355978.56822 6688234.25099,355982.70249 6688234.54670,355985.43280 6688234.68971,355988.76652 6688234.90919,356053.35790 6688240.52079,356093.66728 6688243.18210,356097.61760 6688243.44399,356109.54476 6688244.23641,356164.78805 6688247.89567,356169.44256 6688248.27280,356221.14738 6688252.50361,356235.23922 6688257.31051)"
170421,"LINESTRING(356827.63604 6688506.16109,356828.14577 6688507.37790,356828.62075 6688509.30877,356828.72030 6688510.24877,356828.67493 6688511.96479,356828.50189 6688513.04285,356828.16898 6688514.24136,356827.43020 6688515.89714,356826.34689 6688517.49484,356825.72644 6688518.17584,356824.78241 6688519.03121,356823.46936 6688519.93005,356822.74792 6688520.30533,356820.76468 6688521.02020)"
170422,"LINESTRING(356820.76468 6688521.02020,356820.15075 6688521.15564,356819.19550 6688521.28846,356818.18980 6688521.33518)"
170423,"LINESTRING(356818.18980 6688521.33518,356817.28479 6688521.28709,356815.42359 6688520.96021,356814.34895 6688520.59923,356813.36053 6688520.15540,356811.72301 6688519.10359,356811.04560 6688518.53062,356810.06871 6688517.49644,356809.02598 6688515.97651,356808.46717 6688514.82928,356808.04812 6688513.60726,356807.72948 6688511.88992,356807.67836 6688510.86925,356807.75114 6688509.63007)"
170424,"LINESTRING(356807.75114 6688509.63007,356807.86647 6688508.86686,356808.09250 6688507.91927,356808.43752 6688506.93146)"
170425,"LINESTRING(356808.43752 6688506.93146,356808.77391 6688506.18891,356809.63816 6688504.73732,356810.54549 6688503.63928,356811.18489 6688503.02395,356812.44813 6688502.05008,356814.14093 6688501.16277,356815.08407 6688500.81925,356816.20485 6688500.53227,356817.88494 6688500.34664,356818.99335 6688500.37190,356820.16231 6688500.52719,356821.32317 6688500.80534)"
170426,"LINESTRING(356821.32317 6688500.80534,356820.16231 6688500.52719,356818.99335 6688500.37190,356817.88494 6688500.34664,356816.20485 6688500.53227,356815.08407 6688500.81925,356814.14093 6688501.16277,356812.44813 6688502.05008,356811.18489 6688503.02395,356810.54549 6688503.63928,356809.63816 6688504.73732,356808.77391 6688506.18891,356808.43752 6688506.93146,356808.09250 6688507.91927,356807.86647 6688508.86686,356807.75114 6688509.63007,356807.67836 6688510.86925,356807.72948 6688511.88992,356808.04812 6688513.60726,356808.46717 6688514.82928,356809.02598 6688515.97651,356810.06871 6688517.49644,356811.04560 6688518.53062,356811.72301 6688519.10359,356813.36053 6688520.15540,356814.34895 6688520.59923,356815.42359 6688520.96021,356817.28479 6688521.28709,356818.18980 6688521.33518,356819.19550 6688521.28846,356820.15075 6688521.15564,356820.76468 6688521.02020,356822.74792 6688520.30533,356823.46936 6688519.93005,356824.78241 6688519.03121,356825.72644 6688518.17584,356826.34689 6688517.49484,356827.43020 6688515.89714,356828.16898 6688514.24136,356828.50189 6688513.04285,356828.67493 6688511.96479,356828.72030 6688510.24877,356828.62075 6688509.30877,356828.14577 6688507.37790,356827.63604 6688506.16109)"
170578,"LINESTRING(356860.51339 6688538.37186,356861.64348 6688538.77417,356862.70000 6688539.34760,356863.64518 6688540.09433,356864.46199 6688540.98195,356865.11828 6688541.97894,356865.60587 6688543.07463,356865.90773 6688544.23664,356866.01439 6688545.43213,356865.92393 6688546.62782)"
170579,"LINESTRING(356865.92393 6688546.62782,356865.73248 6688547.51779,356865.43270 6688548.36949,356865.03212 6688549.18247,356864.53704 6688549.93414,356863.94744 6688550.62448,356863.28474 6688551.23002,356862.54956 6688551.76185,356861.75574 6688552.19691)"
170580,"LINESTRING(356861.75574 6688552.19691,356859.78124 6688552.80000,356857.71376 6688552.84101,356855.71955 6688552.31038,356853.95294 6688551.25486,356852.53994 6688549.75621,356851.60028 6688547.91881,356851.20333 6688545.89444,356851.38890 6688543.84769)"
170581,"LINESTRING(356851.38890 6688543.84769,356851.83507 6688542.50915,356852.53764 6688541.27826,356853.45380 6688540.20197,356854.56281 6688539.31486,356855.82187 6688538.66390,356857.18628 6688538.26278,356858.59622 6688538.12607)"
170582,"LINESTRING(356858.59622 6688538.12607,356857.18628 6688538.26278,356855.82187 6688538.66390,356854.56281 6688539.31486,356853.45380 6688540.20197,356852.53764 6688541.27826,356851.83507 6688542.50915,356851.38890 6688543.84769,356851.20333 6688545.89444,356851.60028 6688547.91881,356852.53994 6688549.75621,356853.95294 6688551.25486,356855.71955 6688552.31038,356857.71376 6688552.84101,356859.78124 6688552.80000,356861.75574 6688552.19691,356862.54956 6688551.76185,356863.28474 6688551.23002,356863.94744 6688550.62448,356864.53704 6688549.93414,356865.03212 6688549.18247,356865.43270 6688548.36949,356865.73248 6688547.51779,356865.92393 6688546.62782,356866.01439 6688545.43213,356865.90773 6688544.23664,356865.60587 6688543.07463,356865.11828 6688541.97894,356864.46199 6688540.98195,356863.64518 6688540.09433,356862.70000 6688539.34760,356861.64348 6688538.77417,356860.51339 6688538.37186)"
171393,"LINESTRING(355783.83332 6688644.13260,355787.11114 6688637.73508)"
172356,"LINESTRING(356293.18532 6688938.38709,356296.95188 6688932.44014,356300.98782 6688926.29966,356304.89433 6688919.75497,356335.25449 6688857.30187)"
172490,"LINESTRING(357347.99949 6688650.44676,357351.57793 6688647.80466,357356.34877 6688643.61434,357375.97535 6688619.41192,357381.45240 6688614.58026)"
172491,"LINESTRING(357381.45240 6688614.58026,357375.97535 6688619.41192,357356.34877 6688643.61434,357351.57793 6688647.80466,357347.99949 6688650.44676)"
172492,"LINESTRING(357396.71490 6688818.20067,357398.49100 6688813.61489,357410.84278 6688798.98700,357415.24025 6688793.04911,357419.93662 6688783.73399,357421.15490 6688781.31645)"
172500,"LINESTRING(357411.59810 6688824.42229,357410.55945 6688827.06317,357407.19980 6688839.98427)"
172532,"LINESTRING(357402.70018 6688773.76447,357359.45410 6688740.73332,357355.95734 6688738.06360,357351.27861 6688734.48266,357341.84303 6688727.28078,357339.54173 6688724.96520,357337.48989 6688722.76881,357336.22058 6688720.20483,357335.07302 6688716.98855,357334.90149 6688712.68149,357335.12947 6688671.36849,357335.11502 6688666.49611,357335.34914 6688663.31174,357336.51511 6688659.85134,357337.92184 6688657.67885,357339.70865 6688656.05197,357342.97123 6688653.85080,357347.99949 6688650.44676)"
172533,"LINESTRING(357347.99949 6688650.44676,357342.97123 6688653.85080,357339.70865 6688656.05197,357337.92184 6688657.67885,357336.51511 6688659.85134,357335.34914 6688663.31174,357335.11502 6688666.49611,357335.12947 6688671.36849,357334.90149 6688712.68149,357335.07302 6688716.98855,357336.22058 6688720.20483,357337.48989 6688722.76881,357339.54173 6688724.96520,357341.84303 6688727.28078,357351.27861 6688734.48266,357355.95734 6688738.06360,357359.45410 6688740.73332,357402.70018 6688773.76447)"
172539,"LINESTRING(357436.67955 6688792.10749,357427.33779 6688800.66570,357419.31384 6688809.86033,357413.35098 6688819.96023,357411.59810 6688824.42229)"
173259,"LINESTRING(356456.19531 6688605.27283,356461.30907 6688592.56164,356472.34686 6688565.14556,356493.62864 6688517.59117,356532.61695 6688437.40835,356534.90779 6688432.94843)"
173260,"LINESTRING(356534.90779 6688432.94843,356535.13676 6688421.11930,356534.49029 6688413.31260,356533.23958 6688405.15125,356531.63040 6688400.11473,356529.39323 6688395.75968,356526.42707 6688390.99041,356522.46009 6688386.08961,356518.89235 6688381.14357,356513.86636 6688374.17865)"
173269,"LINESTRING(356566.17058 6688367.77467,356571.74841 6688356.79483,356577.52448 6688344.77999)"
173291,"LINESTRING(356530.27266 6688375.60415,356541.04353 6688370.27785,356552.65373 6688369.65411,356559.63773 6688369.27440,356566.17058 6688367.77467)"
173317,"LINESTRING(353753.70571 6688009.17828,353760.82609 6688004.08094)"
173332,"LINESTRING(353371.25469 6687749.58160,353374.00403 6687741.68904)"
173333,"LINESTRING(353865.24219 6688268.39499,353857.38057 6688233.25766,353854.67342 6688224.75835,353848.83170 6688206.40486,353843.03661 6688190.68563,353827.76156 6688157.42481,353803.99725 6688103.18256,353786.21491 6688064.09241,353777.96080 6688048.47139,353772.02994 6688037.86711,353763.13983 6688023.44015,353753.70571 6688009.17828)"
173335,"LINESTRING(353494.90872 6687799.34573,353475.92050 6687789.55550,353467.40498 6687785.25447,353444.90529 6687775.06741,353421.65206 6687765.74754,353407.46192 6687760.88604,353388.39618 6687754.72779,353371.25469 6687749.58160)"
173336,"LINESTRING(354025.64142 6688507.01136,354022.10842 6688501.78652,354016.26044 6688496.12847)"
173762,"LINESTRING(355417.65148 6688272.29999,355444.57666 6688274.92873)"
173771,"LINESTRING(354578.19640 6688664.68152,354614.00323 6688598.08718)"
173772,"LINESTRING(354614.00323 6688598.08718,354578.19640 6688664.68152)"
173787,"LINESTRING(355630.09887 6688111.42330,355626.13694 6688113.06497,355622.13722 6688114.70881,355611.73403 6688118.25762)"
173806,"LINESTRING(355611.73403 6688118.25762,355616.48587 6688108.49274,355618.72843 6688104.12424,355620.37917 6688100.66886)"
173814,"LINESTRING(355638.86257 6688085.63884,355643.66775 6688083.89290,355645.74711 6688082.87169,355647.34676 6688082.07843,355652.95286 6688078.70636,355661.12678 6688076.07622)"
173815,"LINESTRING(355661.12678 6688076.07622,355657.99801 6688081.11890,355653.87747 6688087.76536,355652.25728 6688089.51666,355650.45968 6688091.47846,355647.19008 6688095.39441)"
175476,"LINESTRING(353562.30336 6687825.11828,353583.82214 6687836.96491,353602.89775 6687848.92005,353623.40063 6687862.47248,353647.71956 6687880.49885,353665.68706 6687895.05531,353679.22579 6687907.38764)"
175503,"LINESTRING(356641.27214 6688719.19932,356645.65686 6688717.26697,356648.93394 6688715.45398,356652.96781 6688712.56272,356656.31859 6688709.92216,356659.90484 6688706.36684,356663.90939 6688702.17552,356668.70002 6688696.49257,356677.94458 6688684.54525)"
175504,"LINESTRING(356677.94458 6688684.54525,356668.70002 6688696.49257,356663.90939 6688702.17552,356659.90484 6688706.36684,356656.31859 6688709.92216,356652.96781 6688712.56272,356648.93394 6688715.45398,356645.65686 6688717.26697,356641.27214 6688719.19932)"
175740,"LINESTRING(356353.08412 6688848.70918,356347.84183 6688845.88466,356327.06734 6688833.22911,356315.99795 6688826.37879,356301.94743 6688818.84348,356291.83483 6688813.86291,356282.47586 6688810.25196,356273.32081 6688807.28573,356268.19129 6688806.15708)"
175741,"LINESTRING(356268.19129 6688806.15708,356273.32081 6688807.28573,356282.47586 6688810.25196,356291.83483 6688813.86291,356301.94743 6688818.84348,356315.99795 6688826.37879,356327.06734 6688833.22911,356347.84183 6688845.88466,356353.08412 6688848.70918)"
175801,"LINESTRING(356253.16239 6688799.80199,356256.19239 6688801.73028,356257.88571 6688802.43381,356263.25834 6688804.36066,356268.19129 6688806.15708)"
175804,"LINESTRING(356268.19129 6688806.15708,356263.06116 6688805.80730,356257.37025 6688805.85699,356253.75451 6688806.13204,356250.57631 6688806.23726)"
175830,"LINESTRING(357157.94057 6688106.44068,357164.95328 6688109.98753,357189.32848 6688122.22775,357212.28728 6688133.70384,357257.72324 6688158.30833,357313.92923 6688190.23865,357335.09169 6688202.26339,357349.31755 6688210.34734,357357.88392 6688215.20708,357368.03414 6688220.97724,357373.70051 6688224.18997,357376.99046 6688227.08298,357380.28269 6688231.60027,357385.05892 6688239.51479)"
175831,"LINESTRING(357385.05892 6688239.51479,357380.28269 6688231.60027,357376.99046 6688227.08298,357373.70051 6688224.18997,357368.03414 6688220.97724,357357.88392 6688215.20708,357349.31755 6688210.34734,357335.09169 6688202.26339,357313.92923 6688190.23865,357257.72324 6688158.30833,357212.28728 6688133.70384,357189.32848 6688122.22775,357164.95328 6688109.98753,357157.94057 6688106.44068)"
176183,"LINESTRING(356239.91292 6688158.11871,356244.28735 6688158.63442,356247.65924 6688161.62226,356247.73669 6688166.25740,356247.35176 6688171.55337,356242.84236 6688233.58549,356241.64043 6688246.41642,356235.23922 6688257.31051)"
176184,"LINESTRING(356709.48910 6688642.72083,356625.71227 6688603.48180)"
176185,"LINESTRING(356625.71227 6688603.48180,356709.48910 6688642.72083)"
178411,"LINESTRING(355290.39032 6688179.65844,355289.45985 6688189.14724,355288.17449 6688202.20582,355285.23778 6688232.09367,355283.25152 6688252.31353,355277.81584 6688261.51741)"
180421,"LINESTRING(356391.40175 6687747.24046,356399.28032 6687747.76595,356401.61749 6687748.32120,356405.08842 6687749.73465,356440.48565 6687764.09667,356468.99433 6687775.50645,356482.16592 6687780.77861,356526.58046 6687800.44102,356563.13195 6687818.66481)"
180422,"LINESTRING(356563.13195 6687818.66481,356526.58046 6687800.44102,356482.16592 6687780.77861,356468.99433 6687775.50645,356440.48565 6687764.09667,356405.08842 6687749.73465,356401.61749 6687748.32120,356399.28032 6687747.76595,356391.40175 6687747.24046)"
180423,"LINESTRING(356563.13195 6687818.66481,356626.54495 6687845.91298,356635.55834 6687850.74602,356643.07310 6687856.94480,356652.04834 6687863.88289,356660.91540 6687871.04974)"
180424,"LINESTRING(356660.91540 6687871.04974,356652.04834 6687863.88289,356643.07310 6687856.94480,356635.55834 6687850.74602,356626.54495 6687845.91298,356563.13195 6687818.66481)"
180425,"LINESTRING(356674.14846 6687891.10533,356668.64923 6687895.16007,356662.31282 6687899.02933,356651.39144 6687905.71027,356613.78871 6687932.85192,356583.89877 6687952.76306,356581.60609 6687954.29688,356529.92737 6687990.47134,356525.28427 6687993.72038,356508.35172 6688005.56518,356502.62369 6688011.56920,356498.80983 6688017.76345,356494.79969 6688027.52936,356493.03531 6688030.46808,356491.10198 6688034.02846,356488.61428 6688038.23269)"
180454,"LINESTRING(356052.35031 6687876.77574,356063.01479 6687858.01435,356066.42327 6687850.97533,356067.81941 6687847.70167,356068.57574 6687845.29934,356069.18457 6687841.25884)"
180455,"LINESTRING(356069.18457 6687841.25884,356068.57574 6687845.29934,356067.81941 6687847.70167,356066.42327 6687850.97533,356063.01479 6687858.01435,356052.35031 6687876.77574)"
180456,"LINESTRING(356683.58423 6687882.85211,356689.48403 6687882.20118,356700.37311 6687883.78885,356711.92651 6687886.90711,356723.74205 6687891.94625,356775.71448 6687916.48282)"
180457,"LINESTRING(356775.71448 6687916.48282,356723.74205 6687891.94625,356711.92651 6687886.90711,356700.37311 6687883.78885,356689.48403 6687882.20118,356683.58423 6687882.85211)"
180458,"LINESTRING(356674.14846 6687891.10533,356672.01101 6687891.38406,356670.12022 6687891.33707,356668.09693 6687890.96393,356666.27121 6687890.33464,356663.96695 6687889.03195,356662.67062 6687887.98279,356660.99389 6687886.12107,356660.01713 6687884.56398,356659.39259 6687883.19803,356658.94251 6687881.83316,356658.59093 6687879.93970,356658.52281 6687878.09669)"
180459,"LINESTRING(356658.52281 6687878.09669,356658.63455 6687876.74400,356659.09410 6687874.71487,356659.67368 6687873.19063,356660.15732 6687872.23934,356660.91540 6687871.04974)"
180460,"LINESTRING(356660.91540 6687871.04974,356662.51571 6687869.21087,356663.49826 6687868.36439,356664.48911 6687867.66207,356665.56883 6687867.05478,356666.99684 6687866.43857,356668.65988 6687865.95348,356670.47927 6687865.68192,356671.53926 6687865.65431,356673.26006 6687865.77784,356674.78701 6687866.09053,356676.36451 6687866.62284,356678.52316 6687867.76702,356679.62344 6687868.57156,356680.68795 6687869.54505,356681.86802 6687870.94580,356682.60828 6687872.08258,356683.31914 6687873.49920,356683.92066 6687875.25590,356684.18233 6687876.50922,356684.31998 6687877.84755,356684.27856 6687879.76362,356684.02150 6687881.35832,356683.58423 6687882.85211)"
